יידיש|עברית|גרויס|פארשפארט|שטאפל
רוי:וועטשערע|ארוחת ערב|3381||
רוי:כפר אלדד|כפר אלדד|3381||
"רוי:ה'תרכ""ו"|"ה'תרכ""ו"|3382||1
רוי:דוד משה שטיינבערג|דוד משה שטיינברג|3388||
רוי:דעיל קארנעגי|דייל קרנגי|3397||
רוי:רבי שבתי יודעלעוויטש|שבתי יודלביץ|3397||
רוי:1892|1892|3399||1
רוי:1918|1918|3399||1
רוי:Y|Y|3399||
רוי:1899|1899|3400||1
רוי:1906|1906|3400||1
רוי:דאוואס|דאבוס|3400||
רוי:סיטשעל|סצ'ל|3401||
רוי:1827|1827|3403||1
רוי:קאנווערט|מעטפה|3405||
רוי:גראד (ווינקל)|גראד (זווית)|3406||
רוי:דרום יארקשיר|דרום יורקשייר|3406||
רוי:באלטישע לענדער|המדינות הבלטיות|3407||
רוי:מסכת מדות|מסכת מידות|3407||
רוי:1823|1823|3409||1
רוי:1917|1917|3409||1
"רוי:ה'תרצ""ד"|"ה'תרצ""ד"|3409||1
רוי:1849|1849|3410||1
רוי:1830|1830|3411||1
רוי:וואלאווע|מיז'היריה|3411||
רוי:1784|1784|3412||1
רוי:1803|1803|3412||1
רוי:1869|1869|3412||1
רוי:1846|1846|3413||1
רוי:1879|1879|3413||1
רוי:1914|1914|3413||1
רוי:1925|1925|3413||1
רוי:אדווערב|תואר הפועל|3413||
רוי:בערלין זאאלאגישער גארטן באן סטאנציע|תחנת הרכבת ברלין גן החיות|3413||
רוי:1811|1811|3414||1
רוי:1842|1842|3414||1
רוי:1857|1857|3414||1
רוי:1876|1876|3414||1
רוי:1808|1808|3415||1
רוי:1819|1819|3415||1
רוי:1838|1838|3415||1
רוי:1865|1865|3415||1
רוי:1854|1854|3416||1
רוי:1861|1861|3416||1
רוי:1873|1873|3416||1
רוי:1884|1884|3416||1
רוי:דרוקער|מדפסת|3417||
רוי:זשאק קארטיער|ז'אק קרטייה|3418||
רוי:הערינג|מליח|3422||
רוי:1800|1800|3424||1
רוי:מייקל פאקס|מייקל פוקס|3425||
רוי:מעגל טוב|מעגל טוב|3426||
רוי:משה הירש|משה הירש (נטורי קרתא)|3426||
רוי:אבסטראקטע אלגעברע|אלגברה מופשטת|3427||
רוי:1910|1910|3428||1
רוי:פלוגות השדה|פלוגות השדה|3428||
רוי:רבי יעקב יצחק אונגאר (זשאבנא)|יעקב יצחק אונגר|3430||
רוי:פאסיק|חגורה|3431||
רוי:צאפ|צמה|3432||
רוי:ציינשטעכער|קיסם שיניים|3432||
"רוי:כ""ד תשרי"|"כ""ד בתשרי"|3435||1
רוי:1508|1508|3436||1
רוי:גארנישט|לא כלום|3438||
רוי:שוואן|ברבור (סוג)|3439||
רוי:1834|1834|3442||1
רוי:1807|1807|3443||1
רוי:1815|1815|3443||1
רוי:1853|1853|3443||1
רוי:1921|1921|3443||1
רוי:רבי חיים יהודה הורוויץ|חיים יהודה הורוביץ|3443||
רוי:רבי אהרן בערנשטיין|אהרן ברנשטיין (רב)|3450||
"רוי:ה'תרצ""ו"|"ה'תרצ""ו"|3451||1
רוי:N|N|3452||
רוי:פיזיקער|פיזיקאי|3453||
רוי:רבי אברהם יהודה הכהן שווארץ|אברהם יהודה שוורץ|3453||
רוי:1594|1594|3454||1
"רוי:ה'תרפ""ז"|"ה'תרפ""ז"|3454||1
רוי:טינעק|טינק|3454||
רוי:טשערניגאוו גובערניע|צ'רניהיב (מחוז)|3455||
רוי:1989|1989|3457||1
רוי:נעפאליש|נפאלית|3457||
רוי:ווארעם|תולעים|3458||
רוי:2012|2012|3459||1
רוי:רבי אהרן שעכטער|אהרן שכטר|3460||
רוי:מאגנישאוו|מגנושב|3461||
רוי:פאלק (נאציאן)|אומה|3462||
רוי:1898|1898|3463||1
רוי:רבי אלעזר אונגאר|אלעזר אונגר|3463||
רוי:1588|1588|3464||1
רוי:קאסטרא, טשילע|קסטרו (צ'ילה)|3465||
רוי:1599|1599|3467||1
רוי:1709|1709|3467||1
רוי:איוואנא-פראנקיווסק גובערניע|איוואנו-פרנקיבסק (מחוז)|3467||
רוי:יאנואר|ינואר|3467||
רוי:קאראיבישער ים|הים הקריבי|3468||
רוי:1670|1670|3470||1
רוי:זשיבוי|ז'יבואו|3470||
רוי:1613|1613|3471||1
רוי:1697|1697|3471||1
רוי:1602|1602|3472||1
רוי:1621|1621|3472||1
רוי:1632|1632|3472||1
רוי:1651|1651|3472||1
רוי:1689|1689|3472||1
רוי:1629|1629|3474||1
רוי:1667|1667|3474||1
רוי:1716|1716|3474||1
רוי:1659|1659|3475||1
רוי:1702|1702|3475||1
רוי:1618|1618|3476||1
רוי:1664|1664|3476||1
רוי:1683|1683|3476||1
רוי:1694|1694|3476||1
רוי:1732|1732|3476||1
רוי:קעמברידזש, מאסאטשוסעטס|קיימברידג' (מסצ'וסטס)|3476||
רוי:רבי מאיר שפירא (בלאזשאוו)|"מאיר שפירא (אדמו""ר)"|3476||
רוי:1595|1595|3477||1
רוי:בערבעשט|ברבשט|3477||
רוי:1607|1607|3478||1
רוי:1626|1626|3478||1
רוי:1746|1746|3478||1
רוי:1740|1740|3479||1
רוי:ישראל גענעאלאגישע געזעלשאפט|החברה הגנאלוגית הישראלית|3479||
רוי:1721|1721|3480||1
רוי:1747|1747|3480||1
רוי:1686|1686|3481||1
רוי:1793|1793|3481||1
רוי:וואלס מיט באשיר|ואלס עם באשיר|3481||
רוי:1743|1743|3484||1
רוי:1773|1773|3485||1
רוי:אויטאבוס סטאנציע|תחנת אוטובוס|3485||
רוי:סיון|סיוון|3485||
רוי:1909|1909|3486||1
"רוי:י""ג אדר"|"י""ג באדר"|3486||1
"רוי:י""ג אדר ב'"|"י""ג באדר ב'"|3486||1
רוי:1904|1904|3487||1
רוי:פאול וואלפאוויטש|פול וולפוביץ|3487||
רוי:שראפשיר|שרופשייר|3487||
רוי:1759|1759|3488||1
רוי:1778|1778|3488||1
רוי:1871|1871|3488||1
רוי:קארי|מאכלי קארי|3488||
רוי:דרום|דרום|3489||
רוי:רבי אבא בר זימנא|רבי אבא בר זבינא|3490||
רוי:1841|1841|3491||1
רוי:1797|1797|3492||1
רוי:1868|1868|3492||1
רוי:אנאנימיטעט|אנונימיות|3492||
רוי:1585|1585|3493||1
רוי:1809|1809|3493||1
רוי:1817|1817|3495||1
רוי:1847|1847|3495||1
רוי:1863|1863|3495||1
רוי:1880|1880|3495||1
רוי:1882|1882|3495||1
רוי:הייך|גובה|3495||
רוי:1754|1754|3496||1
רוי:1792|1792|3496||1
רוי:1831|1831|3496||1
רוי:1850|1850|3496||1
רוי:1877|1877|3496||1
רוי:1920|1920|3496||1
רוי:רבי חיים יעקב ראטנבערג|חיים יעקב רוטנברג|3496||
רוי:1785|1785|3497||1
רוי:1789|1789|3497||1
רוי:1806|1806|3497||1
רוי:1814|1814|3497||1
רוי:1852|1852|3497||1
רוי:1855|1855|3497||1
רוי:1820|1820|3498||1
רוי:1874|1874|3498||1
רוי:דויערהאפטיגקייט|סיבולת לב-ריאה|3498||
רוי:מסכת טבול יום|מסכת טבול יום|3498||
רוי:1833|1833|3499||1
רוי:1836|1836|3499||1
רוי:1858|1858|3499||1
"רוי:ה'תרס""ב"|"ה'תרס""ב"|3499||1
רוי:1828|1828|3500||1
רוי:1787|1787|3501||1
רוי:ועד ראשי השוחטים דמדינת פולין וליטא|ועד ראשי השוחטים של פולין וליטא|3501||
רוי:1885|1885|3502||1
רוי:שלמה גערטנער|שלומי גרטנר|3502||
רוי:1923|1923|3503||1
רוי:פארענהייט|מעלות פרנהייט|3503||
רוי:1699|1699|3504||1
רוי:1739|1739|3504||1
רוי:1903|1903|3504||1
רוי:1911|1911|3504||1
רוי:פילאדעלפיע ישיבה|ישיבת פילדלפיה|3504||
רוי:רבי אברהם יהושע העשל (מעזשביזש)|אברהם יהושע השיל (מז'יבוז')|3504||
רוי:1640|1640|3505||1
רוי:1690|1690|3505||1
רוי:1691|1691|3505||1
רוי:תורת משה (ישיבה)|ישיבת תורת משה|3505||
רוי:1615|1615|3506||1
רוי:אלטע פייגא טייטלבוים|אלטא פייגא טייטלבוים|3506||
רוי:אלטאנע|אלטונה|3507||
רוי:האלמין|הלמאו|3507||
רוי:מסכת ידים|מסכת ידיים|3508||
רוי:1610|1610|3509||1
רוי:1781|1781|3509||1
רוי:1902|1902|3509||1
רוי:1653|1653|3510||1
רוי:1672|1672|3510||1
רוי:1897|1897|3510||1
רוי:1782|1782|3511||1
רוי:60 (נומער)|60 (מספר)|3512||1
רוי:1824|1824|3512||1
רוי:באראניווקע|ברניבקה|3512||
רוי:ברייניגערבערג|ברייניגרברג|3512||
רוי:1913|1913|3514||1
רוי:1916|1916|3514||1
רוי:1919|1919|3514||1
רוי:מארבל ארטש אונטערגרונט סטאנציע|תחנת הרכבת התחתית מארבל ארץ'|3514||
רוי:סורפסייד, פלארידע|סרפסייד|3516||
רוי:1767|1767|3517||1
רוי:1780|1780|3517||1
רוי:1895|1895|3517||1
רוי:1799|1799|3518||1
רוי:1859|1859|3518||1
רוי:1867|1867|3518||1
רוי:1875|1875|3518||1
רוי:1845|1845|3519||1
רוי:1856|1856|3519||1
רוי:1829|1829|3520||1
רוי:1878|1878|3520||1
רוי:2014|2014|3520||1
רוי:1883|1883|3521||1
רוי:1872|1872|3522||1
"רוי:י""ז אדר"|"י""ז באדר"|3522||1
"רוי:י""ז אדר א'"|"י""ז באדר א'"|3522||1
"רוי:י""ז אדר ב'"|"י""ז באדר ב'"|3522||1
רוי:1894|1894|3523||1
רוי:1802|1802|3524||1
רוי:1818|1818|3524||1
רוי:1843|1843|3524||1
רוי:1851|1851|3524||1
רוי:1796|1796|3525||1
רוי:ווארשע צענטראל באן סטאנציע|ורשאבה צנטראלנה|3525||
רוי:נאציאנאלע ביבליאטעק פון שוועדן|הספרייה הלאומית של שוודיה|3525||
רוי:1862|1862|3526||1
רוי:1924|1924|3527||1
רוי:1870|1870|3528||1
רוי:1832|1832|3531||1
רוי:סעגא סאטורן|Sega Saturn|3531||
רוי:אהקלענד גראמאטישע שולע|בית הספר לבנים של אוקלנד|3532||
רוי:א' אלול|א' באלול|3533||1
רוי:1727|1727|3534||1
רוי:1480|1480|3536||1
רוי:1887|1887|3538||1
רוי:1600|1600|3539||1
רוי:גרין פארק אונטערגרונט סטאנציע|תחנת הרכבת התחתית גרין פארק|3540||
רוי:1589|1589|3542||1
רוי:2029|2029|3542||1
רוי:וויקינייעס|ויקיחדשות|3543||
רוי:1586|1586|3546||1
רוי:רבי מרדכי יוסף אלעזר ליינער|מרדכי יוסף אלעזר ליינר|3546||
רוי:1864|1864|3547||1
רוי:1614|1614|3548||1
רוי:1619|1619|3550||1
רוי:1638|1638|3550||1
רוי:1660|1660|3550||1
רוי:1684|1684|3550||1
רוי:דעזש|דז'|3550||
רוי:1597|1597|3552||1
רוי:1698|1698|3552||1
רוי:בנימין מילער|בנימין מולר|3552||
רוי:בעלא שאגאל|בלה שאגאל|3552|1|
רוי:סאלידער קערפער|מוצק|3552||
רוי:1603|1603|3553||1
רוי:1608|1608|3554||1
רוי:1627|1627|3554||1
רוי:1646|1646|3554||1
רוי:1668|1668|3554||1
רוי:1733|1733|3554||1
רוי:געשיכטע ערציילער|מספר סיפורים|3554||
רוי:1622|1622|3555||1
רוי:1630|1630|3555||1
רוי:1665|1665|3556||1
רוי:1730|1730|3556||1
רוי:ז' חשוון|ז' בחשוון|3556||1
רוי:רבי דן מיכלאוויטש|דן יונגרלייב|3556||
רוי:1679|1679|3557||1
רוי:1692|1692|3557||1
רוי:1703|1703|3557||1
רוי:1722|1722|3557||1
רוי:1662|1662|3558||1
רוי:1673|1673|3558||1
רוי:1695|1695|3558||1
רוי:1717|1717|3558||1
רוי:1736|1736|3558||1
רוי:רויטערס|רויטרס|3558||
רוי:1611|1611|3559||1
רוי:1652|1652|3559||1
רוי:1657|1657|3559||1
רוי:1624|1624|3560||1
רוי:1654|1654|3560||1
רוי:1705|1705|3560||1
רוי:1711|1711|3560||1
רוי:פארע-ציבעלע|כרישה|3560||
רוי:1634|1634|3561||1
רוי:הערש|צבי|3561||
רוי:1605|1605|3562||1
רוי:1848|1848|3562||1
רוי:1891|1891|3562||1
רוי:ספערויד|ספרואיד|3562||
רוי:רבי ישכר בעריש אייכנשטיין (דאלינע)|רבי יששכר בעריש אייכנשטיין (דולינה)|3562||
"רוי:כ""ז אדר"|"כ""ז באדר"|3563||1
"רוי:כ""ז אדר א'"|"כ""ז באדר א'"|3563||1
רוי:דימינוטיוו|צורת הקטנה|3563||
רוי:1744|1744|3564||1
רוי:1837|1837|3564||1
רוי:גרשון|גרשון|3565||
רוי:1741|1741|3566||1
רוי:1749|1749|3566||1
רוי:1765|1765|3567||1
רוי:1774|1774|3568||1
"רוי:ה'תרס""ה"|"ה'תרס""ה"|3569||1
רוי:טשאיאטע|צ'יוטה|3569||
רוי:1763|1763|3570||1
רוי:1770|1770|3570||1
רוי:1779|1779|3570||1
רוי:1593|1593|3571||1
רוי:1590|1590|3572||1
רוי:1678|1678|3572||1
רוי:אראקל|אורקל|3572||
רוי:1601|1601|3574||1
"רוי:י""א אדר"|"י""א באדר"|3574||1
"רוי:י""א אדר ב'"|"י""א באדר ב'"|3574||1
רוי:1647|1647|3575||1
רוי:1656|1656|3575||1
רוי:1748|1748|3575||1
רוי:שרייבער|סופר|3576||
רוי:1617|1617|3577||1
רוי:1620|1620|3577||1
רוי:טעפעך|שטיח|3577||
רוי:1636|1636|3578||1
רוי:רבי יעקב שלום סופר|רבי יעקב שלום סופר|3578||
רוי:1628|1628|3579||1
רוי:1680|1680|3579||1
רוי:1723|1723|3579||1
רוי:1912|1912|3579||1
רוי:נאמאפאביע|נומופוביה|3579||
רוי:קאקאש|באבקה|3579||
רוי:רבי משה אליקים בריעה האפשטיין|משה אליקים בריעה הופשטיין|3579||
רוי:רבי שמעון נתן נטע בידערמאן (קראקע)|שמעון נתן נטע בידרמן (הראשון)|3579||
רוי:רעגירונגס-אגענטור|רשות ממשלתית|3579||
רוי:1625|1625|3580||1
רוי:1644|1644|3580||1
רוי:1655|1655|3580||1
רוי:1755|1755|3580||1
רוי:1606|1606|3581||1
רוי:1642|1642|3581||1
רוי:1734|1734|3581||1
רוי:1790|1790|3581||1
רוי:1795|1795|3581||1
רוי:אוף שימחעס|אוף שימחעס|3581||
רוי:1674|1674|3582||1
רוי:1693|1693|3582||1
רוי:1757|1757|3582||1
רוי:Sky News|סקיי ניוז|3582||
רוי:1612|1612|3583||1
רוי:1631|1631|3583||1
רוי:1677|1677|3583||1
רוי:1682|1682|3583||1
רוי:1720|1720|3583||1
רוי:1752|1752|3583||1
"רוי:כ""ח תשרי"|"כ""ח בתשרי"|3583||1
רוי:1731|1731|3584||1
רוי:העלפאנד|פיל|3584||
רוי:פרעה|פרעה|3584||
רוי:1650|1650|3585||1
רוי:1696|1696|3585||1
רוי:1707|1707|3585||1
רוי:1710|1710|3585||1
רוי:לאנדאנער בית דין|בית הדין הרבני בלונדון|3585||
רוי:1639|1639|3586||1
רוי:1604|1604|3587||1
רוי:1688|1688|3587||1
רוי:1772|1772|3587||1
רוי:1890|1890|3587||1
רוי:טענעריפע אוידיטאריע|האודיטוריום של טנריפה|3587||
רוי:שמועס פראגראם (ראדיא)|תוכנית אירוח|3587||
רוי:1700|1700|3589||1
רוי:1718|1718|3589||1
רוי:וואטענס|ואטנס|3590||
רוי:1708|1708|3591||1
רוי:1835|1835|3591||1
רוי:סלוביצע|סלוביצה|3591||
רוי:1745|1745|3593||1
רוי:איציק דאנינא|איציק דנינו|3593||
רוי:1764|1764|3595||1
רוי:1791|1791|3595||1
רוי:1729|1729|3597||1
רוי:1775|1775|3597||1
רוי:1915|1915|3597||1
רוי:היספאניאלא|היספניולה|3597||
רוי:פעטראלאגיע|פטרולוגיה|3598||
רוי:רבי ישראל אברהם פון טשערנאסטראה|ישראל אברהם מזל|3598||
רוי:שינקען|שינקן|3598||
רוי:1888|1888|3599||1
רוי:רבי משה שוואב|משה שוואב|3600||
רוי:1794|1794|3602||1
רוי:גלעטשער|קרחון יבשתי|3602||
רוי:1805|1805|3604||1
רוי:קאנקארד, ניו העמפשער|קונקורד (ניו המפשייר)|3605||
רוי:געטראנק|משקה|3607||
רוי:1758|1758|3608||1
רוי:1825|1825|3608||1
"רוי:כ""ג חשוון"|"כ""ג בחשוון"|3609||1
רוי:ספאגעטי קירבעס|דלעת הספגטי|3609||
רוי:שטייער, עסטרייך|שטייר|3610||
רוי:1756|1756|3611||1
רוי:1788|1788|3611||1
רוי:די מאפעטס|החבובות (זיכיון)|3611|1|
רוי:1798|1798|3612||1
רוי:2008|2008|3613||1
רוי:1598|1598|3614||1
רוי:1724|1724|3615||1
רוי:13 (נומער)|13 (מספר)|3617||1
רוי:1821|1821|3617||1
רוי:חנמאל המצרי|חנמאל המצרי|3617||
רוי:נארפאלק|נורפוק (מחוז)|3617||
רוי:סאס-פע|סאס פה|3617||
רוי:מארטין לוטער קינג דיי|יום מרטין לותר קינג|3618||
רוי:שינאווא|שיניאווה|3619||
רוי:מאה שערים (תל אביב)|מאה שערים (תל אביב)|3620||
רוי:1844|1844|3621||1
רוי:M|M|3621||
רוי:פּלאַן מוזעאום חולון|מוזיאון העיצוב חולון|3621||
רוי:סלאוואקיש|סלובקית|3622||
רוי:סעודה|סעודת מצווה|3624||
רוי:1907|1907|3625||1
רוי:סיטען|סיון (עיר)|3625||
רוי:לאמע|לומה|3626||
רוי:דארלינג טייך|דרלינג (נהר)|3627||
רוי:נארדערן ליניע|קו נורת'רן|3627||
רוי:1766|1766|3629||1
רוי:אהוד מנור|אהוד מנור|3629||
רוי:פעדער|עט|3629||
רוי:איבערקערעניש|הפיכה|3631||
רוי:חם|חם בן נח|3633||
רוי:ים פון מארמארא|ים מרמרה|3633||
רוי:1839|1839|3634||1
רוי:1881|1881|3634||1
רוי:ריבניץ|ריבניצה|3634||
רוי:שפאלע|שפולה|3635||
רוי:1681|1681|3636||1
רוי:1726|1726|3637||1
רוי:רבי אהרן טווערסקי פון טשערנאביל|אהרן טברסקי|3637||
רוי:1762|1762|3640||1
רוי:1633|1633|3641||1
רוי:1671|1671|3641||1
"רוי:ד""ה"|דיבור המתחיל|3641||
רוי:ווייב|רעיה (משפחה)|3641||
רוי:V|V|3642||
רוי:שוועסטער בארי|האחיות ברי|3642|1|
"רוי:ה'תרס""ג"|"ה'תרס""ג"|3643||1
רוי:סט פאנקראס באן סטאנציע|תחנת הרכבת סנט פנקראס|3643||
רוי:קאפיטע|פרסה (איבר)|3643||
"רוי:ה'תרפ""א"|"ה'תרפ""א"|3644||1
רוי:1713|1713|3645||1
רוי:אבי עזרי|אבי עזרי|3645||
רוי:1826|1826|3647||1
רוי:1889|1889|3648||1
רוי:שרה רוקח|שרה רוקח|3648||
רוי:1719|1719|3649||1
"רוי:כ""ג תשרי"|"כ""ג בתשרי"|3650||1
רוי:סאדיגורא|סדיגורה|3650||
רוי:קרית צאנז, ירושלים|קריית צאנז (ירושלים)|3650||
